Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2010-11-13;0;964,2;14,1;36,2;28,2;21,3;46,2;14;8,6;1,7;
2010-11-14;0;963,2;15,7;34,2;28,2;24,1;48;28;8,2;1,8;
2010-11-15;0;964,1;17,5;33,7;27,3;22,6;56,4;34;6,1;1,4;
2010-11-16;9,6;964,7;18,7;33,4;27;21,9;63,3;34;6,5;1,2;
2010-11-17;0;963,9;18,3;34,2;27,8;23,9;58,8;32;6,8;1,6;
2010-11-18;0;962,5;17;34,8;27,2;21,5;58,1;25;6,6;1,4;
2010-11-19;0;962,4;15,9;35,7;27,1;19,4;54,2;25;7,4;1,4;
2010-11-20;0;963,9;16,6;35,9;28,3;23,2;53;20;7;1,6;
2010-11-21;0;964;16;35,2;28;23,8;50,9;25;7,5;2;
2010-11-22;0;962;15,4;35,3;28,2;22,5;48,6;25;7;1,5;
2010-11-23;0;960,6;15,5;34,9;28,1;21,8;48,6;27;7,4;1,5;
2010-11-24;0;961,6;17;34,1;28,2;23,8;52,6;32;6,7;1,9;
2010-11-25;0;963,3;17;34,9;28,3;24,1;53,3;28;8,1;1,8;
2010-11-26;0;962,8;16,5;36,3;28,1;22,3;52,5;26;7,4;1,4;
2010-11-27;0;962,4;16,9;36,3;28,6;24,5;51,7;26;6,7;1,6;
2010-11-28;0;962,5;16,5;35,6;28,3;22,8;51,5;27;7,4;1,9;
2010-11-29;0;964;17;34,7;27,4;22,6;55,1;29;6,7;1,7;
2010-11-30;0;963,1;14,5;36,1;28,6;21,7;46;18;9,9;2;
2010-12-01;0;963,2;12,5;35,6;27,8;19,9;41,7;18;10,8;1,8;
2010-12-02;null;963,7;13,1;33,9;null;20,7;41,9;24;7,4;1,3;
2010-12-03;0;962,8;14,5;36,1;29,1;21,7;44;23;7,2;1,6;
2010-12-04;0;963,1;16,1;35,1;28,9;23,2;48,3;28;6,4;1,3;
2010-12-05;0;963,2;16,4;36,3;28,7;23,2;50,3;24;9;1,5;
2010-12-06;0;964,1;17,4;35;28,4;24,2;53,2;31;7,5;1,7;
2010-12-07;0;963;17,3;34;28;23,6;54;34;7,1;1,7;
2010-12-08;null;null;null;null;null;23,6;null;45;5,5;null;
2010-12-09;null;null;null;null;null;null;68,7;53;8,1;null;
2010-12-10;null;null;null;null;null;null;null;71;4,9;null;
2010-12-11;null;null;null;null;null;null;80,1;67;7,1;null;
2010-12-12;null;961,7;20,8;26,3;null;20,6;84,4;68;10;1,3;
2010-12-13;null;null;null;27,6;null;20,5;90,3;67;7,7;null;
2010-12-14;null;null;null;null;null;null;65,6;48;5,2;null;
2010-12-15;null;963,4;20,3;28,5;null;20,2;76,1;60;4,2;1,2;
2010-12-16;null;963,6;19,3;32,3;null;21,6;68,9;36;8,7;1,7;
2010-12-17;null;null;null;null;null;null;null;63;5,7;null;
2010-12-18;null;null;null;null;null;null;null;42;5,1;null;
2010-12-19;null;null;null;null;null;null;null;47;6;null;
2010-12-20;null;null;null;null;null;null;null;44;9,3;null;
2010-12-21;null;null;null;null;null;null;null;43;9,2;null;
2010-12-22;null;null;null;null;null;null;null;40;6,4;null;
2010-12-23;null;null;null;null;null;null;null;null;null;null;
2010-12-24;null;null;null;null;null;null;null;null;null;null;
2010-12-25;null;null;null;null;null;null;null;49;5,2;null;
2010-12-26;null;null;null;null;null;null;null;36;7,2;null;
2010-12-27;null;null;null;null;null;null;null;35;6,8;null;
2010-12-28;null;null;null;null;null;null;54,5;27;6,5;null;
2010-12-29;null;null;null;32,9;null;21,9;60,4;40;6,9;null;
2010-12-30;null;null;null;null;null;21;67,4;44;6,1;null;
2010-12-31;null;null;null;null;null;null;null;43;5,4;null;
2011-01-01;null;null;null;null;null;null;45,9;24;7,4;null;
2011-01-02;null;961,5;17,6;33,2;null;20,3;57,6;35;6,7;1,2;
2011-01-03;null;null;null;28,6;null;21;75,5;62;7;null;
2011-01-04;null;null;null;null;null;null;62,9;43;5,5;null;
2011-01-05;null;963,7;20,4;32;null;23,2;67,3;44;8,4;1,7;
2011-01-06;null;null;null;31,9;null;23,2;56,1;33;8,3;null;
2011-01-07;null;963,1;16,7;33;null;24,4;51,9;31;8,4;1,9;
2011-01-08;null;963,5;18,9;31,2;null;23,5;62,9;44;5,2;1,3;
2011-01-09;null;962,8;20,1;30,7;null;21,2;71,1;52;5,6;1,2;
2011-01-10;null;null;null;null;null;null;null;55;9,6;null;
2011-01-11;null;null;null;null;null;null;null;44;7,1;null;
2011-01-12;null;null;null;null;null;null;null;48;6;null;
2011-01-13;null;null;null;null;null;null;null;41;7,4;null;
2011-01-14;null;null;null;null;null;null;null;27;9,4;null;
2011-01-15;null;null;null;null;null;null;null;37;7,3;null;
2011-01-16;null;null;null;null;null;null;null;37;5,4;null;
2011-01-17;null;null;null;null;null;null;null;50;4,5;null;
2011-01-18;null;null;null;null;null;null;null;56;4,4;null;
2011-01-19;null;null;null;null;null;null;52;38;5,3;null;
2011-01-20;null;null;null;null;null;null;72,3;54;8,4;null;
2011-01-21;null;null;null;null;null;null;null;59;6,4;null;
2011-01-22;null;null;null;null;null;null;null;65;7,6;null;
2011-01-23;null;null;null;null;null;null;null;65;6;null;
2011-01-24;null;null;null;null;null;null;null;57;4,6;null;
2011-01-25;null;null;null;null;null;null;null;71;6,5;null;
2011-01-26;null;null;null;null;null;null;65,8;50;4,5;null;
2011-01-27;null;null;null;null;null;null;67,5;48;6,9;null;
2011-01-28;null;null;null;30,2;null;21,6;72,8;53;6,7;null;
2011-01-29;null;null;null;null;null;null;null;43;4,9;null;
2011-01-30;null;null;null;null;null;null;null;62;6,2;null;
2011-01-31;null;null;null;null;null;null;null;63;5,2;null;
2011-02-01;null;null;null;null;null;null;null;67;5,5;null;
2011-02-02;null;null;null;null;null;null;null;61;5,1;null;
2011-02-03;null;null;null;null;null;null;null;53;5,7;null;
2011-02-04;null;null;null;null;null;null;null;62;6,3;null;
2011-02-05;null;null;null;null;null;null;null;65;4,2;null;
2011-02-06;null;null;null;null;null;null;null;51;7,8;null;
2011-02-07;null;null;null;null;null;null;null;47;7,5;null;
2011-02-08;null;null;null;null;null;null;null;51;13,5;null;
2011-02-09;null;null;null;null;null;null;null;41;7,1;null;
2011-02-10;null;null;null;null;null;null;null;47;6,5;null;
2011-02-11;null;null;null;null;null;null;null;59;6,8;null;
2011-02-12;null;null;null;null;null;null;null;54;5,8;null;
2011-02-13;null;null;null;null;null;null;null;57;9,3;null;
2011-02-14;null;null;null;null;null;null;null;61;7,8;null;
2011-02-15;null;null;null;null;null;null;null;51;7,5;null;
2011-02-16;null;null;null;null;null;null;null;52;5;null;
2011-02-17;null;null;null;null;null;null;null;62;3,6;null;
2011-02-18;null;null;null;null;null;null;null;48;5,7;null;
2011-02-19;null;null;null;null;null;null;null;59;4,5;null;
2011-02-20;null;null;null;null;null;null;null;61;6;null;
2011-02-21;null;null;null;null;null;null;null;54;5,3;null;
2011-02-22;null;null;null;null;null;null;null;48;6,1;null;
2011-02-23;null;null;null;null;null;null;null;77;5,1;null;
2011-02-24;null;null;null;null;null;null;null;54;4,8;null;
2011-02-25;null;null;null;null;null;null;null;null;null;null;
2011-02-26;null;null;null;null;null;null;null;null;null;null;
2011-02-27;null;null;null;null;null;null;null;null;null;null;
2011-02-28;null;null;null;null;null;null;null;null;null;null;
2011-03-01;null;null;null;null;null;null;null;57;4,3;null;
2011-03-02;null;null;null;null;null;null;null;null;null;null;
2011-03-03;null;null;null;null;null;null;null;59;4,7;null;
2011-03-04;null;null;null;null;null;null;null;null;null;null;
2011-03-05;null;null;null;null;null;null;null;60;5;null;
2011-03-06;null;null;null;null;null;null;null;60;4,9;null;
2011-03-07;null;null;null;null;null;null;null;56;5,3;null;
2011-03-08;null;null;null;null;null;null;null;64;4,6;null;
2011-03-09;null;null;null;null;null;null;null;55;4,5;null;
2011-03-10;null;null;null;null;null;null;null;57;6,3;null;
2011-03-11;null;null;null;null;null;null;null;57;null;null;
2011-03-12;null;null;null;null;null;null;null;null;null;null;
2011-03-13;null;null;null;null;null;null;null;null;null;null;
2011-03-14;null;null;null;null;null;null;null;59;2,4;null;
2011-03-15;null;965,8;21,6;31;25,5;22;80,5;53;6,3;1,3;
2011-03-16;0;966;21;31,3;25,2;21,2;79,5;52;5,4;1,2;
2011-03-17;0;965,1;21,3;32;25,9;21,9;78;47;4,8;1;
2011-03-18;0;965,1;20,4;32;25,5;20,9;76;42;5,3;1;
2011-03-19;0;964,5;20,4;31,6;24,9;20,2;78,5;45;5,1;1;
2011-03-20;,4;963,8;21,3;31,3;25,3;21,4;80,1;52;5,2;1,1;
2011-03-21;4;962,8;21,1;31,8;25,8;21,8;77,5;45;6,2;1;
2011-03-22;2;963,3;21,7;30,6;25,1;22;82,6;54;5,4;1,1;
2011-03-23;1;964,4;20,9;31,5;25,1;21,2;79,7;48;5,7;1,2;
2011-03-24;0;965,1;20,5;32,7;25,9;20,9;74,9;44;8,3;1,3;
2011-03-25;1,2;965,4;21,1;31,7;25,7;22,4;77,8;46;5,5;1,2;
2011-03-26;,2;963,9;21,7;30,2;25,2;22;82,1;59;7,1;1,1;
2011-03-27;106,2;964,6;21,8;30,4;24,3;20;86,8;59;7,7;1;
2011-03-28;3;966,1;21,7;30,1;24,8;21,5;84;56;10;1,3;
2011-03-29;0;966,4;20,9;31,2;null;22,2;80,8;42;7;1,3;
2011-03-30;null;965,7;21,4;30,7;null;21,6;82,5;50;5,8;1,2;
2011-03-31;null;964,8;21,3;32;25,7;21,4;79;47;6,5;1,1;
2011-04-01;0;965,1;21,6;31,5;25,9;22,5;78,7;49;6,7;1,2;
2011-04-02;,2;965,1;21,3;32,1;25,7;21,3;78,9;48;5,1;1;
2011-04-03;0;964,6;21,4;31,5;26;22,4;77,1;52;7,6;1,3;
2011-04-04;,2;964,4;21,5;32,2;26;22,2;78;46;5,8;1,2;
2011-04-05;26;965;21,6;31,4;25,5;21,6;80,2;53;13,3;1,4;
2011-04-06;,8;964,9;21,5;31;25,6;22,3;79,2;53;9,5;1,4;
2011-04-07;4;964,2;20,4;32,1;25,6;21,7;75,3;41;6,6;1,2;
2011-04-08;0;964,8;20,8;31,2;25,6;21,2;75,9;52;9,2;1,6;
2011-04-09;1;966,4;21,5;31,3;24,6;22,7;83,5;51;8,6;1,2;
2011-04-10;3,8;966,1;20,8;30,4;25,1;21,5;78;53;7,2;1,6;
2011-04-11;0;965,5;20;30;25,3;21,8;74,1;47;9;1,6;
2011-04-12;0;964;20,8;30,9;26,1;22,3;73,9;52;6,8;1,1;
2011-04-13;4;964,4;20,8;29,7;25;22;79,4;50;7,4;1,3;
2011-04-14;0;964,3;19,9;30,4;24,9;20,4;75,3;52;8,5;1,7;
2011-04-15;0;964,2;19,8;31,3;25,5;20,5;72,5;47;6,9;1,5;
2011-04-16;0;963,7;20,3;31,3;26,2;22,6;70,7;50;7,1;1,7;
2011-04-17;8,6;964,5;20,9;30,5;25;22,1;80;47;9,2;1,4;
2011-04-18;5;965,6;21,2;30,7;24,9;21,5;81,8;52;8,6;1,5;
2011-04-19;10,4;966,1;21,6;30,6;24,4;21,9;85,7;52;7,9;1,2;
2011-04-20;,2;965,3;20,2;30,5;24,8;20,5;78,1;47;6;,9;
2011-04-21;0;964,9;20,5;30,3;25,5;22,2;75,5;53;7,3;1,3;
2011-04-22;9,8;964,3;21,1;30,5;24,9;21,2;81,3;53;6,6;1,2;
2011-04-23;0;964,6;20,4;30,4;25,3;21,9;75,1;56;8;1,4;
2011-04-24;3,6;964,8;21,6;28,8;24,4;21,9;85;64;8,2;1;
2011-04-25;,4;965,4;20;28,9;24,1;21;79,3;53;8,7;1,4;
2011-04-26;0;965,3;18,9;30,9;25;19,9;70,8;43;7,8;1,5;
2011-04-27;0;965,5;19;30,1;24,4;20,5;73,5;48;8,5;1,5;
2011-04-28;0;965,3;18,9;31,8;25;19,8;69,9;46;6,5;1,3;
2011-04-29;0;964,8;20,6;30,6;24,8;20,6;78,5;52;5,9;,9;
2011-04-30;1,2;964,5;21,8;30,6;25;22,4;83,8;57;6,3;,8;
2011-05-01;0;964,4;21,6;31;25,8;22,2;79,3;53;5,8;,7;
2011-05-02;6,6;964,9;22,3;30,2;24,4;22,4;88,5;60;9;,8;
2011-05-03;5,8;965,5;22,7;30;24,5;22,6;90,2;62;9,3;1;
2011-05-04;9,8;965,9;21,8;29,9;24;20,7;88,5;63;9,6;1;
2011-05-05;30;965,9;22,2;28,7;24,5;21,6;87,5;67;7,6;1,2;
2011-05-06;3,6;965,9;21,7;30,2;24,8;22;84;57;6,6;1,1;
2011-05-07;0;966,6;18,7;29,7;24,5;20,5;71,3;47;6,8;1,3;
2011-05-08;0;965,9;18,8;28;23,7;20,3;74,7;57;8,2;1,5;
2011-05-09;0;964,7;19,6;29,6;24,9;20,9;73,2;54;7,9;1,6;
2011-05-10;0;964,4;20,3;28,2;24,8;22,6;76,3;64;7,3;1,7;
2011-05-11;0;965,7;19,7;28,2;24,4;22,6;75,4;60;10,8;1,7;
2011-05-12;0;964,5;17,8;29,3;24,4;21;67,5;51;9,7;1,9;
2011-05-13;0;964;17,9;29,3;23,7;20,1;71,4;45;9;1,6;
2011-05-14;0;964,7;18,5;29,4;23,9;18,4;72,8;51;7,3;1,5;
2011-05-15;0;964,6;18,2;29,8;23,7;19,5;72,5;49;10,4;1,7;
2011-05-16;0;964,2;20,2;30,2;24,2;19,9;79,4;56;5,1;,9;
2011-05-17;2;965;22;30,1;24,8;22,2;85,1;61;5,5;1;
2011-05-18;12;965,5;21,4;29,2;24,4;21,5;84,5;56;6,2;1,1;
2011-05-19;,4;966;20,8;29,2;25,1;22,1;77,9;59;7,6;1,7;
2011-05-20;0;967,5;19,4;29,2;24,7;22;72,5;56;9,1;1,8;
2011-05-21;0;967,9;18,3;29,1;24,6;21,7;68,4;53;11;3,3;
2011-05-22;0;967,5;17,1;28,1;23,9;20,7;66,3;52;11,8;2,7;
2011-05-23;0;966,6;20,1;29,8;25,1;20,1;74,7;56;7,7;1,6;
2011-05-24;0;966,6;21,4;31,2;25,4;22,7;79,9;50;6,6;1,3;
2011-05-25;1,8;967,8;20,5;29;24,8;21,7;77,8;57;8,2;1,7;
2011-05-26;0;968,5;17,2;28,7;24,2;20,9;65,4;51;9,7;2,3;
2011-05-27;0;967,2;18,6;31,8;24,4;18,6;71,6;46;5,8;1,3;
2011-05-28;0;966,2;18,6;30,7;25,3;20,1;68;46;6,3;1,7;
2011-05-29;0;966,7;19;29,8;25,3;21,8;68,5;51;8,7;1,9;
2011-05-30;0;967,3;19;29,6;24,8;20,8;70,3;57;10,6;2,6;
2011-05-31;0;966,8;18,7;28,2;24,3;21,7;71,2;58;12;3,3;
2011-06-01;0;965,9;18,9;29,7;24,5;21,7;72,1;49;10,1;2,3;
2011-06-02;0;966,2;19;29,9;24,1;18,8;74,2;49;8,1;1,8;
2011-06-03;0;966,4;18;29,9;23,8;19;71,6;45;7,8;1,7;
2011-06-04;0;967,6;17,9;30,5;23,5;17,8;72,3;44;6,1;1,2;
2011-06-05;0;966,5;18,4;32,5;23,7;17,7;75,2;40;5,5;,9;
2011-06-06;0;968,1;17,8;29,6;24,7;20,2;66,1;47;10,6;2,7;
2011-06-07;0;969,4;18,4;27,7;23,8;20,5;71,9;59;10,6;2,6;
2011-06-08;0;968,8;16,9;30,9;23,7;17,2;67,4;42;8;1,7;
2011-06-09;0;967,8;17,8;31,6;24;16,7;71,3;41;4,6;1;
2011-06-10;0;968,6;19;31,9;25,4;20,9;69;45;7,1;1,3;
2011-06-11;1;967,9;20,3;32,2;25,2;20,5;76,6;47;6,5;1,1;
2011-06-12;0;967,9;18,8;30,1;25,5;22,8;67,3;48;8,9;2;
2011-06-13;0;968,8;16,5;29,1;23,8;17,4;64,9;47;8,4;1,9;
2011-06-14;0;968;16,2;30;23,7;18,7;64,6;39;8,9;2,2;
2011-06-15;0;967,3;16,4;29,8;24,3;20;62,5;44;11,2;2,6;
2011-06-16;0;967,4;16,2;29,6;24,3;20,8;61,4;41;9,6;2,7;
2011-06-17;0;967,7;18,2;28,3;24,7;20,8;67,5;55;9,8;2,5;
2011-06-18;0;967,4;19,6;27,9;24,4;21;74,9;60;8,2;1,7;
2011-06-19;0;966,5;18,7;31,4;25,5;22,1;67,8;42;9;1,8;
2011-06-20;0;966,8;15,6;31,1;25,2;20,2;57,2;33;8,6;2,3;
2011-06-21;0;967,6;16,8;30,5;25,2;21,8;60,8;38;9,6;2,6;
2011-06-22;0;968,5;18,2;28,2;24,3;21,4;69,5;57;8,8;2;
2011-06-23;3,2;967,9;20,2;29,5;24,4;20,8;79,3;56;8,2;1,6;
2011-06-24;0;967;16,6;30,4;24,5;20,6;62,5;42;9,2;2,2;
2011-06-25;0;966,8;16,7;31,5;24,8;19,9;62,4;39;9,3;2;
2011-06-26;0;966,9;17;31,5;25,2;20;61,5;40;7,1;1,8;
2011-06-27;0;966,8;16,7;31,5;24,1;16,5;66,6;33;7,1;1,2;
2011-06-28;0;967,2;17,4;31,3;23,6;17;70,9;40;6,3;1,2;
2011-06-29;0;967,2;14,7;32;24,6;17,5;57,5;29;9,7;2;
2011-06-30;0;966,8;16,4;31,3;25,7;21,6;57,8;39;8,9;2,3;
2011-07-01;0;966,9;16,1;30,7;24,4;20,4;61,3;36;9,6;2,3;
2011-07-02;0;967,2;16,1;30,5;24,3;19,8;61,3;40;12,2;3;
2011-07-03;0;966,8;15,7;30,9;24,9;20,9;58,3;36;10,6;2,5;
2011-07-04;0;966,8;15,6;31,3;24,1;18,3;61,4;32;9,3;2;
2011-07-05;0;967,7;17,6;30,3;24,8;20;65,4;46;7,5;1,4;
2011-07-06;0;968,2;19,1;29,4;23,9;20,4;75,5;50;7;1,5;
2011-07-07;0;967;18,6;33;25,6;20,7;66,4;41;7,9;1,6;
2011-07-08;0;967;19,6;31,4;24,6;20;76;45;5,8;,9;
2011-07-09;2,6;968,7;17,5;31,4;24,8;21;67,6;35;9,5;2;
2011-07-10;0;969,4;16,4;30,5;24,9;20,6;60,5;42;12,4;3,5;
2011-07-11;0;969;17,9;29,6;24,1;20,9;68,9;50;11,5;2,5;
2011-07-12;0;968;18,2;28,5;24;21,5;70,5;55;10;2,3;
2011-07-13;0;968,1;17,9;28,2;23,3;21,3;71,8;53;9,2;2,4;
2011-07-14;0;967;16,2;28,8;23,3;19,7;65,4;46;9,8;2,5;
2011-07-15;0;967,5;15,3;31,1;23,8;16,6;61,5;32;9,2;2;
2011-07-16;0;968,6;16,9;29,9;23,7;19,5;66,5;46;9,1;1,9;
2011-07-17;0;968,7;14,9;30,9;24,3;18,8;58,7;32;9,2;2,2;
2011-07-18;0;967,8;16,1;30,4;23,8;18,2;63,5;38;8,2;2;
2011-07-19;0;967,8;15,3;33,4;26;18,4;54,5;28;7,6;2;
2011-07-20;0;968,4;14,9;31,3;24,8;20,6;56;34;10,1;2,6;
2011-07-21;0;969,1;14,3;29,8;23,8;18,2;57,3;37;9,4;2,5;
2011-07-22;0;969,1;15,1;32,2;24,4;17,6;58,4;33;7,8;2,1;
2011-07-23;0;969,5;15,7;29,5;24,3;20,8;60,3;37;12,6;2,8;
2011-07-24;0;970,5;15,8;29,5;23,8;20,3;62,3;38;10,7;3,2;
2011-07-25;0;969,2;15,4;31,9;24,4;20,3;60,5;30;12,9;3,2;
2011-07-26;0;968,6;13,2;30,7;23,9;19,2;53,9;28;12,2;3,5;
2011-07-27;0;967,3;13,8;31,7;24,1;17,3;55,4;30;11,5;2,9;
2011-07-28;0;966;14,7;31,4;24,5;19,4;56,6;30;11,5;3;
2011-07-29;0;965,7;15,6;30,8;24,1;18,2;61,1;37;9,6;2,5;
2011-07-30;0;965,8;15,7;31,8;24,8;16,6;59,5;31;8,7;1,8;
2011-07-31;3,6;966,2;19,6;31,7;25;20,8;74,7;42;8;1,8;
2011-08-01;4,2;966,5;19,7;30,3;23,8;21,2;79,8;45;7,3;1,4;
2011-08-02;0;966;15,9;33,4;24,8;16,7;61,8;24;7;1,3;
2011-08-03;0;967,2;16,1;33,7;24,8;16,7;62,8;28;6,2;1,1;
2011-08-04;0;968,6;17;34;25,5;19,4;62,8;30;7,9;1,4;
2011-08-05;0;969,1;14,9;32,5;23,5;15,4;62,1;31;7,1;1,6;
2011-08-06;0;970,3;13,2;32,5;25,2;18,5;51,3;22;17;2,2;
2011-08-07;0;969,7;15,1;30,9;25,1;20,1;55,3;35;11,1;2,9;
2011-08-08;0;969,3;14,3;30,9;24,9;18,8;53,9;32;11,5;2,7;
2011-08-09;0;968,3;15,3;32,4;25,7;19,1;53,9;34;9,2;2,5;
2011-08-10;0;967;14,4;34,9;26,8;21,7;49;25;11;2,1;
2011-08-11;0;966,4;11,9;35,5;26;16,5;47,3;16;10,9;2,2;
2011-08-12;0;968,2;13,1;31,8;24,8;19,7;50,5;27;15;3;
2011-08-13;0;967,4;13,3;33;25,7;19,3;48,2;30;10,1;2,5;
2011-08-14;0;966,9;13,3;33,2;26,3;20,9;46,5;27;9,6;2,5;
2011-08-15;0;967;14,8;32,1;25,2;18,6;54,8;31;10,6;2,3;
2011-08-16;0;968,4;14,2;31,4;24,5;19,5;54,5;31;11,9;3,2;
2011-08-17;0;968,2;16,2;30,7;24,2;19,2;62,8;40;12,6;2,7;
2011-08-18;0;966,5;14,6;31,4;24,2;17,1;57,4;32;7,9;1,7;
2011-08-19;0;965,8;12,3;33,2;25,5;18;48;20;9,4;2;
2011-08-20;0;966,2;13,9;33;25,2;18,2;53,6;26;8,9;2,4;
2011-08-21;0;967;14;33,5;25,7;18;51,9;27;9,1;2,1;
2011-08-22;0;967,8;15,8;33,5;26,6;22,1;54,2;28;9,5;2,7;
2011-08-23;0;968,8;17,3;31,1;24,9;19,8;63,5;45;9,4;2,1;
2011-08-24;6,4;969,4;16,2;31,9;24,9;20,5;62,9;29;10,4;2,3;
2011-08-25;0;969,5;15,1;32,2;25,7;20,4;54,9;27;9,2;2,8;
2011-08-26;0;970;15,1;33;26,5;21,6;52,7;26;9,3;2,4;
2011-08-27;0;969,4;14,7;32,9;25,6;18;54;28;8,4;1,9;
2011-08-28;0;969,3;14;32,7;25,6;18,9;50,6;29;9,8;2,5;
2011-08-29;0;968,3;12,8;34,3;26,7;20,4;45,1;22;9,4;2,8;
2011-08-30;0;968,5;15,1;32,7;25,9;19,8;54,3;29;8,6;2,2;
2011-08-31;0;968,8;11,8;34,8;26,5;16,4;44,5;18;9,5;2;
2011-09-01;0;968,7;13;34,1;26,6;18,2;46,7;24;8,3;2,2;
2011-09-02;0;968,6;14,2;34,1;26,5;20,6;49;28;9,3;2,8;
2011-09-03;0;968,9;16;31,8;25,7;21,7;56;34;11,4;3,1;
2011-09-04;0;969,6;15,8;30,6;25;20,4;57,6;41;11,4;3,4;
2011-09-05;0;969,2;13,8;31,2;24,7;20,8;53,1;28;10,7;2,7;
2011-09-06;0;968,4;13,2;32,4;25,1;19,5;50,3;25;10,4;2,5;
2011-09-07;0;968;13,9;33,4;25,9;17,8;50,7;27;7,9;2;
2011-09-08;0;967,3;14,4;33,7;26,2;18,9;51,3;26;9;2,2;
2011-09-09;0;966,4;12,9;33,8;26,1;18,9;47,5;22;8,4;2,4;
2011-09-10;0;967,4;11,5;34,3;25,8;16,2;45,5;18;10,4;2,1;
2011-09-11;0;969,4;15,7;33,3;26,4;20,3;54,1;31;8,9;2,2;
2011-09-12;0;968,4;13,5;34,4;27;19,6;46,4;24;8,9;2;
2011-09-13;0;968,5;12,1;32,9;26,2;20,4;43,1;26;9,7;2,8;
2011-09-14;0;968,3;13,3;33,3;26,2;18,4;47,6;25;9,5;2,4;
2011-09-15;0;968,6;15,1;33,8;27;21,9;50,2;30;10,4;2,7;
2011-09-16;0;968,7;15,3;32,4;25,9;21,8;54,2;29;12;3,5;
2011-09-17;0;968,1;13,6;32,9;26,2;20,9;49,6;23;12,5;3,6;
2011-09-18;0;969,1;16,1;28,8;24,1;21,5;61,3;40;12,4;3,7;
2011-09-19;0;968,9;13,3;31;24,3;20;53;28;12,5;3,2;
2011-09-20;0;968,2;13,8;31,5;24,5;18,8;53,6;29;11,1;3,2;
2011-09-21;0;968;13,4;32,6;25,1;18,5;51;29;9;2,3;
2011-09-22;0;967,5;14,3;34,6;26,4;18,5;50,7;25;7,8;2;
2011-09-23;0;967,5;14,9;34,5;27;19,9;50,5;25;11,5;3;
2011-09-24;0;967,2;16;34,6;26,5;19;55,5;28;11,7;2,1;
2011-09-25;0;966,8;14;36,8;27,6;18,2;47,7;19;8,9;1,9;
2011-09-26;0;969,2;14,1;33,3;26,5;21;48,3;28;11,3;2,7;
2011-09-27;0;968,6;14,2;33,1;26,5;20,5;49,3;26;10,3;2,4;
2011-09-28;0;967,7;15,9;33,6;27,1;22,5;52,4;29;8,9;2,2;
2011-09-29;0;967,1;15,7;35,1;27,8;22;50,1;26;9,3;2,4;
2011-09-30;0;966,7;13,5;34,7;27,3;20,5;45,4;21;9,1;2,1;
2011-10-01;0;965,6;14;34,9;27,5;20,8;47,2;23;7,2;2,1;
2011-10-02;0;964,9;14,1;34,9;27,5;20;47,4;24;7,5;1,9;
2011-10-03;0;965,1;13,3;35,4;27,4;19,6;44,8;22;6,8;1,6;
2011-10-04;0;965,8;14,5;36,2;27,6;20,3;49,3;18;7,5;1,4;
2011-10-05;0;966,5;14,3;35,7;28,8;22,3;44;21;9,4;2,2;
2011-10-06;0;966,5;13,6;35,8;27,9;20,4;45;19;10,7;3;
2011-10-07;0;966,2;12;34,9;27,9;20,8;40,5;17;10;2,6;
2011-10-08;0;965,4;11,7;35,2;27,5;20,6;41;18;9,9;2,7;
2011-10-09;0;964,7;14,1;34,8;27,4;20,8;46,3;26;10,2;2,3;
2011-10-10;0;963,4;14,8;36,4;28,1;19,2;47,3;23;6,1;1,2;
2011-10-11;0;963,8;16,7;36;29,1;23,4;49,6;27;8,7;1,5;
2011-10-12;0;963,7;17,3;34,9;28,7;24;52,5;29;6,9;1,8;
2011-10-13;0;963,5;17,5;35,4;28,1;23,6;54,8;31;8,7;1,7;
2011-10-14;0;963,3;18,2;31,4;26,7;23,5;60,4;45;8,1;1,5;
2011-10-15;0;962,5;18,1;34,6;27,8;23,1;58,1;32;6,7;1,3;
2011-10-16;0;962,7;18,9;34;27,4;22,3;61,8;34;6,6;1,3;
2011-10-17;86,4;962,4;20,8;31,8;25,5;21,1;76,9;47;7,8;1,5;
2011-10-18;0;962,1;20,1;32;26,4;23,2;69,6;44;6,4;1,5;
2011-10-19;69,2;964,6;21;27,8;23,5;20,7;86,5;59;8,7;1,6;
2011-10-20;1,4;964,4;19;31,4;26;21,5;66,5;44;7,8;1,9;
2011-10-21;21,2;965;19,1;32,4;25;20,9;73;32;9,4;1,5;
2011-10-22;8,2;965,3;17,7;34;27;21,3;60,4;29;7,5;1,6;
2011-10-23;0;967;13,6;34,2;27;20,3;46;23;7,9;1,9;
2011-10-24;0;965,7;16,2;34,9;27,8;21,2;51,9;24;8;1,8;
2011-10-25;0;965;15,6;33,3;27,3;23;51,3;26;7,3;1,6;
2011-10-26;0;965;16,7;33,3;26,2;20,1;59;31;7,3;1,4;
